"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"15-Jan-2019","INDUSINDBK","IndusInd Bank Ltd.","IN ENTERTAINMENT INDIA LIMITED","SELL","1,60,000","1505.00","-"
"15-Jan-2019","INDUSINDBK","IndusInd Bank Ltd.","INDUSIND INFORMATION TECHNOLOGY LIMITED","BUY","1,60,000","1505.00","-"
"30-Jan-2019","MOTILALOFS","Motilal Oswal Financial S","MOTILAL OSWAL","SELL","4,92,300","635.00","-"
"30-Jan-2019","MOTILALOFS","Motilal Oswal Financial S","PASSIONATE INVESTMENT MANAGEMENT PRIVATE LIMITED","BUY","4,92,300","635.00","-"
"30-Jan-2019","TRIDENT","Trident Limited","MADHURAJ FOUNDATION","BUY","32,00,000","66.30","-"
"30-Jan-2019","TRIDENT","Trident Limited","RAJINDER GUPTA","SELL","66,00,000","66.30","-"
"30-Jan-2019","TRIDENT","Trident Limited","TRIDENT GROUP LIMITED","BUY","34,00,000","66.30","-"
"04-Feb-2019","STARCEMENT","Star Cement Limited","S A TRADING CO.PVT.LTD","BUY","12,09,560","92.95","-"
"04-Feb-2019","STARCEMENT","Star Cement Limited","SUPER DIAMOND NIRMAN PRIVATE LIMITED","SELL","12,09,560","92.95","-"
"04-Feb-2019","VOLTAMP","Voltamp Transformers Limi","KUNJAL INVESTMENTS PRIVATE LTD","BUY","1,05,000","1002.45","-"
"04-Feb-2019","VOLTAMP","Voltamp Transformers Limi","NALANDA INDIA FUND LIMITED","SELL","1,05,000","1002.45","-"
"11-Feb-2019","HDFC","HDFC Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","1,34,676","1944.65","-"
"11-Feb-2019","HDFC","HDFC Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","1,34,676","1944.65","-"
"11-Feb-2019","MARICO","Marico Limited","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","4,57,241","364.75","-"
"11-Feb-2019","MARICO","Marico Limited","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","4,57,241","364.75","-"
"11-Feb-2019","TCS","Tata Consultancy Serv Ltd","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","3,76,308","2061.40","-"
"11-Feb-2019","TCS","Tata Consultancy Serv Ltd","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","3,76,308","2061.40","-"
"11-Feb-2019","TECHM","Tech Mahindra Limited","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","5,30,337","805.55","-"
"11-Feb-2019","TECHM","Tech Mahindra Limited","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","5,30,337","805.55","-"
"18-Feb-2019","CIPLA","Cipla Ltd","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","29,04,657","540.55","-"
"18-Feb-2019","CIPLA","Cipla Ltd","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","29,04,657","540.55","-"
"18-Feb-2019","COLPAL","Colgate Palmolive (India)","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","1,94,219","1233.85","-"
"18-Feb-2019","COLPAL","Colgate Palmolive (India)","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","1,94,219","1233.85","-"
"18-Feb-2019","DABUR","Dabur India Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","25,82,341","434.30","-"
"18-Feb-2019","DABUR","Dabur India Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","25,82,341","434.30","-"
"18-Feb-2019","DRREDDY","Dr. Reddys Lab Ltd","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","5,70,529","2563.35","-"
"18-Feb-2019","DRREDDY","Dr. Reddys Lab Ltd","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","5,70,529","2563.35","-"
"18-Feb-2019","GODREJCP","Godrej Cons Products Ltd ","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","14,91,193","663.75","-"
"18-Feb-2019","GODREJCP","Godrej Cons Products Ltd ","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","14,91,193","663.75","-"
"18-Feb-2019","HDFC","HDFC Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","11,44,195","1874.90","-"
"18-Feb-2019","HDFC","HDFC Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","11,44,195","1874.90","-"
"18-Feb-2019","KOTAKBANK","Kotak Mahindra Bank Limit","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","15,19,895","1283.65","-"
"18-Feb-2019","KOTAKBANK","Kotak Mahindra Bank Limit","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","15,19,895","1283.65","-"
"18-Feb-2019","M&amp;M","Mah &amp; Mah Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","53,58,108","627.55","-"
"18-Feb-2019","M&amp;M","Mah &amp; Mah Ltd.","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","SELL","53,58,108","627.55","-"
"18-Feb-2019","MARICO","Marico Limited","TRUSTEES OF THE ESTATE OF BERNICE PAUAHI BISHOP DBA KAMEHAM","BUY","56,40,805","339.30","-"
