"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"24-Jan-2007","KOTHARIPRO","KOTHARI PRODUCTS LTD","RITZ CREDIT PROMOTION (P) LTD","BUY","1,00,000","615.90","-"
"24-Jan-2007","KOTHARIPRO","KOTHARI PRODUCTS LTD","VAISHALI TRADERS PVT LTD","BUY","89,700","615.90","-"
"24-Jan-2007","KOTHARIPRO","KOTHARI PRODUCTS LTD","VLS FINANCE LTD","SELL","1,89,700","615.90","-"
"29-Jan-2007","SONASTEER","Sona Steering Sys Ltd","MANDIRA INVESTMENT AND FINANCE CO. PVT LTD.","BUY","16,60,000","63.22","-"
"29-Jan-2007","SONASTEER","Sona Steering Sys Ltd","PUNE HEAT TREAT PVT LTD","SELL","6,05,000","63.35","-"
"29-Jan-2007","SONASTEER","Sona Steering Sys Ltd","SURINDER KAPUR (HUF)","SELL","10,55,000","63.15","-"
"31-Jan-2007","SONASTEER","Sona Steering Sys Ltd","MANDIRA INVESTMENT AND FINANCE CO. PVT LTD.","BUY","16,27,480","62.41","-"
"31-Jan-2007","SONASTEER","Sona Steering Sys Ltd","RAGHUVANSHI INVESTMENT PVT LTD","SELL","8,97,480","62.45","-"
"31-Jan-2007","SONASTEER","Sona Steering Sys Ltd","SURINDER KAPUR (HUF)","SELL","7,30,000","62.35","-"
"01-Feb-2007","SONASTEER","Sona Steering Sys Ltd","MANDIRA INVESTMENT AND FINANCE CO. PVT LTD.","BUY","16,25,000","61.37","-"
"01-Feb-2007","SONASTEER","Sona Steering Sys Ltd","RAGHUVANSHI INVESTMENT PVT LTD","SELL","5,00,000","61.30","-"
"01-Feb-2007","SONASTEER","Sona Steering Sys Ltd","SEALAND INVESTMENT PVT LTD","SELL","5,00,000","61.45","-"
"01-Feb-2007","SONASTEER","Sona Steering Sys Ltd","SURINDER KAPUR (HUF)","SELL","6,25,000","61.35","-"
"02-Feb-2007","SONASTEER","Sona Steering Sys Ltd","KAPUR RANI","SELL","5,92,000","61.35","-"
"02-Feb-2007","SONASTEER","Sona Steering Sys Ltd","MANDIRA INVESTMENT AND FINANCE CO. PVT LTD.","BUY","15,39,500","61.53","-"
"02-Feb-2007","SONASTEER","Sona Steering Sys Ltd","SEALAND INVESTMENT PVT LTD","SELL","9,47,500","61.65","-"
"09-Feb-2007","KSBPUMPS","KSB Pumps Ltd.","ANANT V SETALVAD HUF","SELL","1,30,000","602.50","-"
"09-Feb-2007","KSBPUMPS","KSB Pumps Ltd.","JEROO ANANT SETALVAD","SELL","1,20,000","602.50","-"
"09-Feb-2007","KSBPUMPS","KSB Pumps Ltd.","KEVIC ANANT SETALVAD","SELL","1,50,000","602.50","-"
"09-Feb-2007","KSBPUMPS","KSB Pumps Ltd.","PAHARPUR COOLING TOWERS LIMITED","BUY","5,00,000","602.50","-"
"09-Feb-2007","KSBPUMPS","KSB Pumps Ltd.","SETALVAD ANAND","SELL","1,00,000","602.50","-"
"27-Feb-2007","PSTL","Pyramid Saimira Theatre L","HIREN MOHANLAL SHAH","BUY","2,17,500","304.90","-"
"27-Feb-2007","PSTL","Pyramid Saimira Theatre L","PINE TREE CONSTRUCTION PVT LTD","SELL","2,17,500","304.90","-"
"01-Mar-2007","SUPREMEIND","Supreme Industries Ltd","ANUJ A. SHETH HUF","BUY","3,30,000","176.00","-"
"01-Mar-2007","SUPREMEIND","Supreme Industries Ltd","PRESCIENT SECURITIES PVT. LTD.","SELL","3,30,000","176.00","-"
"12-Mar-2007","IDFC","Infrastructure Developmen","KHAZANAH NASIONAL BERHAD A/C SIPADAN INVESTMENTS","BUY","1009,72,384","84.00","-"
"12-Mar-2007","IDFC","Infrastructure Developmen","UBS SECURITIES ASIA LIMITED A/C SWISS FINANCE COR","SELL","1009,72,384","84.00","-"
"13-Mar-2007","NETWORK18","Network 18 Fincap Limited","RAGHAV BAHL","SELL","1,80,000","341.00","-"
"13-Mar-2007","NETWORK18","Network 18 Fincap Limited","SANJAY RAY CHAUDHURY","BUY","1,80,000","341.00","-"
"14-Mar-2007","NETWORK18","Network 18 Fincap Limited","RAGHAV BAHL","SELL","1,80,000","332.00","-"
"14-Mar-2007","NETWORK18","Network 18 Fincap Limited","SANJAY RAY CHAUDHURY","BUY","1,80,000","332.00","-"
"14-Mar-2007","RANBAXY","Ranbaxy Laboratories Ltd","OSCAR INVESTMENTS LTD","BUY","10,00,000","315.00","-"
"14-Mar-2007","RANBAXY","Ranbaxy Laboratories Ltd","OSCAR TRADERS","SELL","10,00,000","315.00","-"
"16-Mar-2007","RANBAXY","Ranbaxy Laboratories Ltd","OSCAR INVESTMENTS LTD","BUY","15,16,602","314.00","-"
"16-Mar-2007","RANBAXY","Ranbaxy Laboratories Ltd","OSCAR TRADERS","SELL","15,16,602","314.00","-"
"19-Mar-2007","UMITL","Usha Martin Infotech Ltd","BRIJ INVESTMENTS  P LTD","SELL","10,92,715","6.05","-"
"19-Mar-2007","UMITL","Usha Martin Infotech Ltd","PRAJEEV INVESTMENTS LTD.","BUY","10,92,715","6.05","-"
"22-Mar-2007","RANBAXY","Ranbaxy Laboratories Ltd","OSCAR INVESTMENTS LTD","BUY","15,00,000","335.00","-"
"22-Mar-2007","RANBAXY","Ranbaxy Laboratories Ltd","OSCAR TRADERS","SELL","15,00,000","335.00","-"
"22-Mar-2007","UMITL","Usha Martin Infotech Ltd","BRIJ INVESTMENTS  P LTD","BUY","9,69,894","6.00","-"
"22-Mar-2007","UMITL","Usha Martin Infotech Ltd","PRAJEEV INVESTMENTS LTD","SELL","9,69,894","6.00","-"
"28-Mar-2007","TATAINVEST","Tata Inv. Corpn Ltd.","AF-TAAB INVESTMENT CO LTD","SELL","5,00,000","340.05","-"
"28-Mar-2007","TATAINVEST","Tata Inv. Corpn Ltd.","TATA SONS LTD","BUY","5,00,000","340.05","-"
"28-Mar-2007","TITAN","Titan Industries Ltd.","TATA INVESTMENT CORPORATION OF INDIA LTD","BUY","1,15,000","829.00","-"
"28-Mar-2007","TITAN","Titan Industries Ltd.","TATA POWER CO LTD","SELL","1,15,000","829.00","-"
"29-Mar-2007","RUCHINFRA","Ruchi Infrastructure Ltd.","DINESH SHAHRA (HUF)","SELL","25,00,000","31.50","-"
"29-Mar-2007","RUCHINFRA","Ruchi Infrastructure Ltd.","RUCHI SOYA INDUSTRIES LTD","BUY","25,00,000","31.50","-"
