"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"17-Nov-2005","GHCL","GHCL LIMITED","GOLDMAN SACHS INVESTMENT (MAURITIUS) I LTD. SHORT TERM","BUY","10,00,000","92.50","-"
"17-Nov-2005","GHCL","GHCL LIMITED","TANVI FINCAP PRIVATE LTD","SELL","10,00,000","92.50","-"
"23-Nov-2005","PUNJABTRAC","PUNJAB TRACTORS LTD","GIC","BUY","17,36,238","205.50","-"
"23-Nov-2005","PUNJABTRAC","PUNJAB TRACTORS LTD","UTI 1 A/C UT001","SELL","17,36,238","205.50","-"
"29-Nov-2005","MICRO","MICRO INKS LTD","BAJAJ SHARE &amp; STOCK BROKERS PVT. LTD.","BUY","5,93,400","640.00","-"
"29-Nov-2005","MICRO","MICRO INKS LTD","BILAKHIA HOLDINGS PVT LTD","SELL","7,50,000","640.00","-"
"29-Nov-2005","MICRO","MICRO INKS LTD","MAYUR SARAF","BUY","78,300","640.00","-"
"29-Nov-2005","MICRO","MICRO INKS LTD","SAVI PORTFOLIO MGMT. SER. P.LTD","BUY","78,300","640.00","-"
"02-Dec-2005","RELIANCE","Reliance Industries Limited","Bhumika Trading Pvt Ltd.","B","71,063","846.55","-"
"02-Dec-2005","RELIANCE","Reliance Industries Limited","Smruti Mercantile Pvt Ltd","S","71,063","846.55","-"
"05-Dec-2005","GUJNRECOKE","GUJARAT N R E COKE LTD","FCGL INDUSTRIES LTD","SELL","12,50,000","112.50","-"
"05-Dec-2005","GUJNRECOKE","GUJARAT N R E COKE LTD","MARLEY FOODS PVT LTD","BUY","12,50,000","112.50","-"
"05-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","EKANSHA ENTERPRISE PVT LTD","BUY","72,063","850.75","-"
"05-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","HEXAGON TRADING &amp; INV. PVT. LTD","SELL","72,063","850.75","-"
"07-Dec-2005","GUJNRECOKE","GUJARAT N R E COKE LTD","FCGL INDUSTRIES LTD","SELL","12,50,000","110.50","-"
"07-Dec-2005","GUJNRECOKE","GUJARAT N R E COKE LTD","MARLEY FOODS PVT LTD","BUY","12,50,000","110.50","-"
"07-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","EKLAVYA MERCANTILE PVT LTD","BUY","87,063","838.00","-"
"07-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","NIRANTAR MERCHANDISE PVT LTD","SELL","87,063","838.00","-"
"08-Dec-2005","GUJNRECOKE","GUJARAT N R E COKE LTD","FCGL INDUSTRIES LTD","SELL","27,78,776","108.50","-"
"08-Dec-2005","GUJNRECOKE","GUJARAT N R E COKE LTD","MATANGI TRADERS &amp; INVESTORS PVT LTD","BUY","27,78,776","108.50","-"
"08-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","BHUMIKA TRADING PVT LTD","BUY","15,40,000","843.12","-"
"08-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","BHUMIKA TRADING PVT LTD","BUY","19,24,869","842.86","-"
"08-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","EKANSHA ENTERPRISE PVT LTD","BUY","5,00,000","845.90","-"
"08-Dec-2005","RELIANCE","RELIANCE INDUSTRIES LTD","EKANSHA ENTERPRISE PVT LTD","BUY","9,00,000","844.15","-"
