"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"03-Jan-2012","ATLASCYCLE","Atlas Cycles (Haryana) Lt","CROSSEAS CAPITAL SERVICES PVT. LTD.","BUY","17,105","294.29","-"
"03-Jan-2012","ATLASCYCLE","Atlas Cycles (Haryana) Lt","CROSSEAS CAPITAL SERVICES PVT. LTD.","SELL","17,105","294.20","-"
"03-Jan-2012","ATLASCYCLE","Atlas Cycles (Haryana) Lt","URMILA DOSHI","BUY","41,779","292.76","-"
"03-Jan-2012","ATLASCYCLE","Atlas Cycles (Haryana) Lt","URMILA DOSHI","SELL","41,779","295.47","-"
"03-Jan-2012","AUTOIND","Autoline Industries Limit","HORIZON REAL CONSTRUCTION PVT. LTD.","SELL","65,000","102.95","-"
"03-Jan-2012","GSS","GSS Infotech Limited","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","BUY","74,018","42.47","-"
"03-Jan-2012","GSS","GSS Infotech Limited","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","SELL","29,018","41.99","-"
"03-Jan-2012","GSS","GSS Infotech Limited","BP FINTRADE PRIVATE LIMITED","BUY","1,02,163","40.95","-"
"03-Jan-2012","GSS","GSS Infotech Limited","BP FINTRADE PRIVATE LIMITED","SELL","95,441","41.81","-"
"03-Jan-2012","GSS","GSS Infotech Limited","Bharat Patel","BUY","3,85,385","39.45","-"
"03-Jan-2012","GSS","GSS Infotech Limited","CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LTD","SELL","4,50,000","40.38","-"
"03-Jan-2012","GSS","GSS Infotech Limited","RELIGARE FINVEST LTD","SELL","73,437","38.73","-"
"03-Jan-2012","PRITHVI","Prithvi Information Solut","INDUSTRIAL DEVELOPMENT BANK OF INDIA","SELL","1,18,553","11.90","-"
"03-Jan-2012","PRITHVI","Prithvi Information Solut","KARUNAKAR PAJJURI","BUY","1,18,788","11.96","-"
"03-Jan-2012","RKDL","Ravi Kumar Distilleries","UPSURGE INVESTMENT AND FINANCE LIMITED ","SELL","1,55,020","15.84","-"
