"Date","Symbol","Security Name","Client Name","Buy / Sell","Quantity Traded ","Trade Price / Wght. Avg. Price","Remarks"
"03-Jan-2019","AGROPHOS","Agro Phos India Limited","D K INVESTMENTS","BUY","1,02,000","50.99","-"
"03-Jan-2019","AKG","AKG Exim Limited","MANOJ  KUMAR","SELL","44,000","32.39","-"
"03-Jan-2019","AKG","AKG Exim Limited","VARUN GUPTA","BUY","44,000","32.39","-"
"03-Jan-2019","AMJUMBO","A and M Jumbo Bags Ltd","TEJAS HARSHADBHAI PATEL","BUY","10,000","50.34","-"
"03-Jan-2019","BEML","BEML Limited","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","3,34,416","906.10","-"
"03-Jan-2019","BEML","BEML Limited","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","3,34,416","906.61","-"
"03-Jan-2019","GSS","GSS Infotech Limited","MARGI JIGNESHBHAI SHAH","SELL","2,65,000","132.01","-"
"03-Jan-2019","JETAIRWAYS","Jet Airways (India) Ltd.","TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED","BUY","10,10,409","252.55","-"
"03-Jan-2019","JETAIRWAYS","Jet Airways (India) Ltd.","TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED","SELL","10,10,409","252.55","-"
"03-Jan-2019","MIC","MIC Electronics Limited","ALPHA LEON ENTERPRISES LLP","BUY","22,88,078","1.20","-"
"03-Jan-2019","MIC","MIC Electronics Limited","ALPHA LEON ENTERPRISES LLP","SELL","22,88,078","1.30","-"
"03-Jan-2019","MIC","MIC Electronics Limited","CHAITANYA KEERTHI MAGANTI","SELL","13,00,000","1.30","-"
"03-Jan-2019","MIC","MIC Electronics Limited","PINNAMANENI ESTATES PRIVATE LIMITED","SELL","15,00,000","1.20","-"
"03-Jan-2019","MOHOTAIND","Mohota Industries Ltd.","AARP ORGANISORS PRIVATE LIMITED","BUY","1,00,000","89.85","-"
"03-Jan-2019","MOHOTAIND","Mohota Industries Ltd.","AARP ORGANISORS PRIVATE LIMITED","SELL","66,713","90.00","-"
"03-Jan-2019","MOHOTAIND","Mohota Industries Ltd.","MITTAL SAMEER","BUY","4,17,484","82.00","-"
"03-Jan-2019","MOHOTAIND","Mohota Industries Ltd.","MITTAL SAMEER","SELL","4,17,484","90.38","-"
"03-Jan-2019","MOHOTAIND","Mohota Industries Ltd.","NUPUR ANIL SHAH","BUY","2,92,000","90.86","-"
"03-Jan-2019","PGEL","PG Electroplast Ltd","JHAVERI TRADING AND INVESTMENT PVT LTD","BUY","1,55,000","116.70","-"
